id,application_area,web_surface,meal_production_step,form_key,source_type,source_file,source_path,context,message_key,message_en,message_fr,message_nl,notes,duplicate_group,duplicate_count
UFM-0734,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].changeDialog.message,changeDialog message,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.changeDialog.message,Changing the recipe now will permanently delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0735,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].changeDialog.title,changeDialog title,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.changeDialog.title,Change recipe?,,,,D120,2
UFM-0736,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].dataSource.tooltipLabel,Item Recipes Data tooltipLabel,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.dataSource.tooltipLabel,Instructions,,,,D097,7
UFM-0737,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].label,CHOICE RECIPE label,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.label,Select Recipe,,,,,
UFM-0738,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.label,Item MP_TYPE_LI label,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.label,Cook,,,,D119,9
UFM-0739,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].label,Configured text label,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.label,"Tap “Edit ingredients” to add, adjust, or remove ingredients to match today’s dish. At least one ingredient must remain.",,,,,
UFM-0740,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].overlayContextHeader.fields[0].label,Configured text label,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.overlayContextHeader.fields.0.label,{{value}} -,,,,,
UFM-0741,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].overlayContextHeader.fields[1].label,Configured text label,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.overlayContextHeader.fields.1.label,{{value}} portions to cook\nRecipe:,,,,,
UFM-0742,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].overlayContextHeader.fields[2].label,Configured text label,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.overlayContextHeader.fields.2.label,{{value}},,,,,
UFM-0743,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].label,Item openCookOverlay label,definition.steps.items.2.include.3.rowFlow.actions.0.label,View/Edit,,,,,
UFM-0744,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.output.segments[1].label,Configured text label,definition.steps.items.2.include.3.rowFlow.output.segments.1.label,To cook,,,,D117,3
UFM-0745,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].label,Item deliveryForm label,definition.steps.items.2.label,Production,,,,,
UFM-0746,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].addButtonLabel,Item MP_TYPE_LI addButtonLabel,definition.questions.10.lineItemConfig.subGroups.0.addButtonLabel,Add,,,,D027,3
UFM-0747,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[0].label,CHOICE PREP_TYPE label,definition.questions.10.lineItemConfig.subGroups.0.fields.0.label,Type,,,,,
UFM-0748,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[0].options[0],CHOICE PREP_TYPE option,definition.questions.10.lineItemConfig.subGroups.0.fields.0.option.1,Cook,,,,D119,9
UFM-0749,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[0].options[1],CHOICE PREP_TYPE option,definition.questions.10.lineItemConfig.subGroups.0.fields.0.option.2,Multi-ingredient,,,,D092,2
UFM-0750,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[0].options[2],CHOICE PREP_TYPE option,definition.questions.10.lineItemConfig.subGroups.0.fields.0.option.3,Single-ingredient,,,,D093,2
UFM-0751,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.cancelLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) cancelLabel,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.cancelLabel,"No, keep current recipe",,,,D121,2
UFM-0752,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.confirmLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) confirmLabel,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0753,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.message,Changing the recipe will permanently delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0754,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.title,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) title,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.title,Change recipe?,,,,D120,2
UFM-0755,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].dataSource.tooltipLabel,Item Recipes Data tooltipLabel,definition.questions.10.lineItemConfig.subGroups.0.fields.1.dataSource.tooltipLabel,Instructions,,,,D097,7
UFM-0756,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].label,CHOICE RECIPE label,definition.questions.10.lineItemConfig.subGroups.0.fields.1.label,Recipe,,,,D095,4
UFM-0757,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].validationRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.fields.1.validationRules.0.message,Select a recipe,,,,,
UFM-0758,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[2].label,NUMBER PREP_QTY label,definition.questions.10.lineItemConfig.subGroups.0.fields.2.label,Quantity,,,,D099,10
UFM-0759,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].label,Item MP_TYPE_LI label,definition.questions.10.lineItemConfig.subGroups.0.label,View/edit meal,,,,,
UFM-0760,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].addButtonLabel,Item MP_INGREDIENTS_LI addButtonLabel,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.addButtonLabel,Add ingredient,,,,,
UFM-0761,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].addOverlay.placeholder,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) placeholder,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.addOverlay.placeholder,Search ingredients,,,,D114,3
UFM-0762,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].addOverlay.searchHelperText,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) searchHelperText,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.addOverlay.searchHelperText,"Use exact words to search ingredients by name (example: tomato or tomatoes, not tom).",,,,,
UFM-0763,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].addOverlay.title,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) title,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.addOverlay.title,Select the ingredient(s) not mentioned in the original recipe that you will use to cook today's dish.,,,,,
UFM-0764,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].dedupRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.dedupRules.0.message,{value} is already on the list. Update the existing quantity instead of adding a new line,,,,,
UFM-0765,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[0].label,CHOICE ING label,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.0.label,Ingredient,,,,D098,10
UFM-0766,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[1].label,NUMBER QTY label,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.1.label,Quantity,,,,D099,10
UFM-0767,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[1].validationRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.1.validationRules.0.message,Enter a quantity > 0,,,,,
UFM-0768,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[2].label,CHOICE UNIT label,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.2.label,Unit,,,,D101,9
UFM-0769,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[2].validationRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.2.validationRules.0.message,Select a unit,,,,,
UFM-0770,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[3].label,TEXT CAT label,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.3.label,Category,,,,D084,4
UFM-0771,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].fields[4].label,TEXT ALLERGEN label,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.fields.4.label,Allergen,,,,D085,4
UFM-0772,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].label,Item MP_INGREDIENTS_LI label,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.label,View/edit ingredients,,,,D123,2
UFM-0773,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].removeGuard.message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.removeGuard.message,At least one ingredient must remain.,,,,,
UFM-0774,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].ui.needsAttentionMessage,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) needsAttentionMessage,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.ui.needsAttentionMessage,Each ingredient must have a quantity and a unit.,,,,D122,2
UFM-0775,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].ui.closeButtonLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) closeButtonLabel,definition.questions.10.lineItemConfig.subGroups.0.ui.closeButtonLabel,Back,,,,D023,12
UFM-0776,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].ui.needsAttentionMessage,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) needsAttentionMessage,definition.questions.10.lineItemConfig.subGroups.0.ui.needsAttentionMessage,Each ingredient must have a quantity and a unit.,,,,D122,2
UFM-0777,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].ui.overlayDetail.rowActions.editLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) editLabel,definition.questions.10.lineItemConfig.subGroups.0.ui.overlayDetail.rowActions.editLabel,Edit,,,,D011,7
UFM-0778,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].ui.overlayDetail.rowActions.viewLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) viewLabel,definition.questions.10.lineItemConfig.subGroups.0.ui.overlayDetail.rowActions.viewLabel,View,,,,D012,12
UFM-0779,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[13].q,CHECKBOX MP_COOK_TEMP question label,definition.questions.13.q,All pots ≥63°C,,,,,
UFM-0780,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[13].requiredMessage,CHECKBOX MP_COOK_TEMP requiredMessage,definition.questions.13.requiredMessage,Confirm that all pots reached at least 63°C.,,,,,
UFM-0781,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[13].validationRules[0].message,Question MP_COOK_TEMP (CHECKBOX) message,definition.questions.13.validationRules.0.message,Food safety and portioning can only be recorded on the day of production.,,,,D126,2
UFM-0782,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[14].q,FILE_UPLOAD TEMP_EVD question label,definition.questions.14.q,Food safety photo,,,,,
UFM-0783,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[14].requiredMessage,FILE_UPLOAD TEMP_EVD requiredMessage,definition.questions.14.requiredMessage,Upload photo evidence.,,,,,
UFM-0784,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[14].ui.helperText,Question TEMP_EVD (FILE_UPLOAD) helperText,definition.questions.14.ui.helperText,You can upload up to 10 photos only.,,,,D125,2
UFM-0785,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[14].validationRules[0].message,Question TEMP_EVD (FILE_UPLOAD) message,definition.questions.14.validationRules.0.message,Food safety and portioning can only be recorded on the day of production.,,,,D126,2
UFM-0786,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[3].helpText,Item foodSafety helpText,definition.steps.items.3.helpText,"Before portioning, confirm all pots reached at least 63°C and add one photo for each pot.",,,,,
UFM-0787,meal production,form view,4. Food safety,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[3].label,Item foodSafety label,definition.steps.items.3.label,Food safety,,,,,
UFM-0788,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[15].group.title,Item notes title,definition.questions.15.group.title,Notes & Consent,,,,,
UFM-0789,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[15].q,PARAGRAPH MP_NOTES question label,definition.questions.15.q,Note to customer,,,,,
UFM-0790,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[4].q,TEXT MP_VOLUNTEER question label,definition.questions.4.q,Volunteer cook,,,,,
UFM-0791,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].helpText,Item portioning helpText,definition.steps.items.4.helpText,Update the number of portions delivered to reflect reality. You must deliver at least the ordered number of portions.,,,,,
UFM-0792,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].label,Item portioning label,definition.steps.items.4.label,Portioning,,,,D143,2
UFM-0793,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.cancelLabel,confirmationDialog cancelLabel,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.cancelLabel,"No, go back to portioning",,,,,
UFM-0794,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.confirmLabel,confirmationDialog confirmLabel,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.confirmLabel,"Yes, create final report",,,,,
UFM-0795,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.message,confirmationDialog message,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.message,Confirm that {MP_SERVICE} for {MP_DISTRIBUTOR} on {MP_PREP_DATE} has been produced by {MP_COOK_NAME} in line with the Meal Production procedure and hygiene rules.\n\nAll ordered portions are ready for delivery and Final report can be created.,,,,,
UFM-0796,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.title,confirmationDialog title,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.title,Create final report?,,,,,
UFM-0797,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.cancelLabel,feedbackDialog cancelLabel,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.cancelLabel,Record leftovers,,,,,
UFM-0798,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.confirmLabel,feedbackDialog confirmLabel,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.confirmLabel,Complete,,,,D134,3
UFM-0799,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.message,feedbackDialog message,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.message,"Record any leftovers before completing this meal production. If there are none, click Complete.",,,,,
UFM-0800,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.feedbackDialog.title,feedbackDialog title,definition.steps.items.4.navigation.milestoneAction.feedbackDialog.title,Leftovers?,,,,,
UFM-0801,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.progressDialog.message,progressDialog message,definition.steps.items.4.navigation.milestoneAction.progressDialog.message,Do not leave this screen while we create and send the report.,,,,,
UFM-0802,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.submitLabel,navigation submitLabel,definition.steps.items.4.navigation.submitLabel,Create report,,,,,
UFM-0803,meal production,form view,5. Portioning; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[3].label,NUMBER FINAL_QTY label,definition.questions.10.lineItemConfig.fields.3.label,Delivered Portions,,,,,
UFM-0804,meal production,form view,5. Portioning; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[3].requiredMessage,NUMBER FINAL_QTY requiredMessage,definition.questions.10.lineItemConfig.fields.3.requiredMessage,Delivered portions must be equal to or greater than ordered portions.,,,,D118,2
UFM-0805,meal production,form view,5. Portioning; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[3].validationRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.fields.3.validationRules.0.message,Delivered portions must be equal to or greater than ordered portions.,,,,D118,2
UFM-0806,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[4].label,NUMBER MP_LEFTOVER_PORTIONS_CAPTURE label,definition.questions.10.lineItemConfig.fields.4.label,Leftover portions,,,,,
UFM-0807,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[4].validationRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.fields.4.validationRules.0.message,Enter a whole number greater than 0 when leftovers are present.,,,,,
UFM-0808,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[5].label,TEXT MP_LEFTOVER_RECIPE_CAPTURE label,definition.questions.10.lineItemConfig.fields.5.label,Dish name,,,,,
UFM-0809,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[1].fields[0].label,CHECKBOX ING_SELECTED label,definition.questions.10.lineItemConfig.subGroups.1.fields.0.label,Keep,,,,,
UFM-0810,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[1].fields[1].label,TEXT ING label,definition.questions.10.lineItemConfig.subGroups.1.fields.1.label,Ingredient,,,,D098,10
UFM-0811,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[1].label,Item MP_LEFTOVER_INGREDIENTS_CAPTURE_LI label,definition.questions.10.lineItemConfig.subGroups.1.label,Ingredients,,,,D106,8
UFM-0812,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.addButtonLabel,Question MP_LEFTOVER_CAPTURE_LI (LINE_ITEM_GROUP) addButtonLabel,definition.questions.9.lineItemConfig.addButtonLabel,Single-ingredient leftover,,,,,
UFM-0813,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[0].label,CHOICE LEFTOVER_MEAL_TYPE label,definition.questions.9.lineItemConfig.fields.0.label,Meal type,,,,D094,2
UFM-0814,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[0].options[0],CHOICE LEFTOVER_MEAL_TYPE option,definition.questions.9.lineItemConfig.fields.0.option.1,Vegetarian,,,,D090,3
UFM-0815,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[0].options[1],CHOICE LEFTOVER_MEAL_TYPE option,definition.questions.9.lineItemConfig.fields.0.option.2,Vegan,,,,D089,3
UFM-0816,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[0].options[2],CHOICE LEFTOVER_MEAL_TYPE option,definition.questions.9.lineItemConfig.fields.0.option.3,Diabetic,,,,D087,3
UFM-0817,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[0].options[3],CHOICE LEFTOVER_MEAL_TYPE option,definition.questions.9.lineItemConfig.fields.0.option.4,Standard,,,,D088,3
UFM-0818,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[10].label,CHOICE LEFTOVER_INGREDIENT label,definition.questions.9.lineItemConfig.fields.10.label,Ingredient,,,,D098,10
UFM-0819,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[10].ui.helperText,Question MP_LEFTOVER_CAPTURE_LI (LINE_ITEM_GROUP) helperText,definition.questions.9.lineItemConfig.fields.10.ui.helperText,Search ingredients,,,,D114,3
UFM-0820,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[14].label,NUMBER LEFTOVER_QTY label,definition.questions.9.lineItemConfig.fields.14.label,Quantity,,,,D099,10
UFM-0821,meal production,form view,6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[9].lineItemConfig.fields[14].validationRules[0].message,Question MP_LEFTOVER_CAPTURE_LI (LINE_ITEM_GROUP) message,definition.questions.9.lineItemConfig.fields.14.validationRules.0.message,Enter a quantity greater than 0.,,,,D100,2
