id,application_area,web_surface,meal_production_step,form_key,source_type,source_file,source_path,context,message_key,message_en,message_fr,message_nl,notes,duplicate_group,duplicate_count
UFM-0424,all,shared app shell,,,web app code,src/web/react/components/form/utils.ts,line 499,object property fallback,src/web/react/components/form/utils.ts:499:25,{accepted} photo{plural} added. Some selected files were not added: {reason},,,Extracted from web app UI code; review if this surface is still active.,D043,2
UFM-0425,all,shared app shell,,,web app code,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts,line 194,missing system-string fallback,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts:194:93,No record selected.,,,Extracted from web app UI code; review if this surface is still active.,D197,3
UFM-0426,all,shared app shell,,,web app code,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts,line 218,missing system-string fallback,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts:218:73,No record selected.,,,Extracted from web app UI code; review if this surface is still active.,D197,3
UFM-0427,all,shared app shell,,,web app code,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts,line 265,object property message,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts:265:42,Record session changed.,,,Extracted from web app UI code; review if this surface is still active.,D190,2
UFM-0428,all,shared app shell,,,web app code,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts,line 271,nested property message,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts:271:82,Record is stale. Please refresh.,,,Extracted from web app UI code; review if this surface is still active.,D187,6
UFM-0429,all,shared app shell,,,web app code,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts,line 312,missing system-string fallback,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts:312:61,Saving…,,,Extracted from web app UI code; review if this surface is still active.,D004,3
UFM-0430,all,shared app shell,,,web app code,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts,line 509,missing system-string fallback,src/web/react/features/customActions/updateRecord/runUpdateRecordAction.ts:509:62,Saved.,,,Extracted from web app UI code; review if this surface is still active.,,
UFM-0431,all,shared app shell,,,web app code,src/web/react/features/overlays/BlockingOverlay.tsx,line 44,nested property aria-label,src/web/react/features/overlays/BlockingOverlay.tsx:44:49,Please wait,,,Extracted from web app UI code; review if this surface is still active.,,
UFM-0432,all,shared app shell,,,web app code,src/web/react/features/overlays/ConfirmDialogOverlay.tsx,line 129,JSX aria-label,src/web/react/features/overlays/ConfirmDialogOverlay.tsx:129:22,Close dialog,,,Extracted from web app UI code; review if this surface is still active.,D202,2
UFM-0433,all,shared app shell,,,web app code,src/web/react/features/overlays/ConfirmDialogOverlay.tsx,line 130,JSX title,src/web/react/features/overlays/ConfirmDialogOverlay.tsx:130:17,Close,,,Extracted from web app UI code; review if this surface is still active.,D022,3
UFM-0434,all,shared app shell,,,web app code,src/web/react/features/overlays/ConfirmDialogOverlay.tsx,line 155,nested property aria-label,src/web/react/features/overlays/ConfirmDialogOverlay.tsx:155:34,Confirmation dialog,,,Extracted from web app UI code; review if this surface is still active.,D201,2
UFM-0435,all,shared app shell,,,web app code,src/web/react/features/overlays/ConfirmDialogOverlay.tsx,line 184,JSX aria-label,src/web/react/features/overlays/ConfirmDialogOverlay.tsx:184:24,Close dialog,,,Extracted from web app UI code; review if this surface is still active.,D202,2
UFM-0436,all,shared app shell,,,web app code,src/web/react/features/overlays/ConfirmDialogOverlay.tsx,line 185,JSX title,src/web/react/features/overlays/ConfirmDialogOverlay.tsx:185:19,Close,,,Extracted from web app UI code; review if this surface is still active.,D022,3
UFM-0437,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.description,definition description,definition.description,Capture info about distributors,,,,,
UFM-0438,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[0].label,TEXT DIST_NAME label,definition.questions.0.label,Name,,,,D074,2
UFM-0439,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[1].label,TEXT NICKNAME label,definition.questions.1.label,Nickname,,,,D075,2
UFM-0440,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[10].button.confirm.cancelLabel,Question RE_OPEN (BUTTON) cancelLabel,definition.questions.10.button.confirm.cancelLabel,No,,,,D030,16
UFM-0441,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[10].button.confirm.confirmLabel,Question RE_OPEN (BUTTON) confirmLabel,definition.questions.10.button.confirm.confirmLabel,Yes,,,,D029,17
UFM-0442,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[10].button.confirm.message,Question RE_OPEN (BUTTON) message,definition.questions.10.button.confirm.message,"Deactivate Customer?\nThis customer will no longer appear in Meal Production. Do you want to proceed?\n[No, go back] or [Yes, deactivate customer]",,,,,
UFM-0443,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[10].label,BUTTON RE_OPEN label,definition.questions.10.label,Deactivate,,,,D076,2
UFM-0444,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[2].label,TEXT DIST_EMAIL label,definition.questions.2.label,Email,,,,,
UFM-0445,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[3].label,TEXT DIST_PH label,definition.questions.3.label,Phone Number,,,,,
UFM-0446,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[4].label,TEXT DIST_ADDR_1 label,definition.questions.4.label,Address,,,,,
UFM-0447,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[5].label,TEXT DIST_ADDR_2 label,definition.questions.5.label,Address Line 2,,,,,
UFM-0448,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[6].label,TEXT DIST_CITY label,definition.questions.6.label,City,,,,,
UFM-0449,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[7].label,TEXT DIST_REGION label,definition.questions.7.label,Region,,,,,
UFM-0450,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[8].label,TEXT DIST_COUNTRY label,definition.questions.8.label,Country,,,,,
UFM-0451,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.questions[9].label,TEXT DIST_POST_CODE label,definition.questions.9.label,Postal Code,,,,,
UFM-0452,customer mgmt,form view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.title,definition title,definition.title,Customers,,,,,
UFM-0453,customer mgmt,list view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.listView.columns[0].label,Configured text label,definition.listView.columns.0.label,Name,,,,D074,2
UFM-0454,customer mgmt,list view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.listView.columns[1].label,Configured text label,definition.listView.columns.1.label,Nickname,,,,D075,2
UFM-0455,customer mgmt,list view,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.listView.columns[2].label,Configured text label,definition.listView.columns.2.label,Updated,,,,D034,2
UFM-0456,customer mgmt,report page,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.followup.statusTransitions.inProgress,statusTransitions inProgress,definition.followup.statusTransitions.inProgress,Draft,,,,D077,6
UFM-0457,customer mgmt,report page,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.followup.statusTransitions.onClose,statusTransitions onClose,definition.followup.statusTransitions.onClose,Active,,,,D079,7
UFM-0458,customer mgmt,report page,,Config: Distributor,form config,docs/config/exports/staging/config_distributor.json,$.definition.followup.statusTransitions.reOpened,statusTransitions reOpened,definition.followup.statusTransitions.reOpened,Disabled,,,,D078,5
UFM-0459,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.dedupRules[0].message,Item uniqueIngredientName message,dedupRules.0.message,Duplicate ingredient\nAn ingredient with this name already exists. Change the name or cancel the creation.,,,,,
UFM-0460,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.actionBars.system.home.incompleteFieldsDialog.cancelLabel,incompleteFieldsDialog cancelLabel,form.actionBars.system.home.incompleteFieldsDialog.cancelLabel,"Cancel, continue editing",,,,,
UFM-0461,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.actionBars.system.home.incompleteFieldsDialog.confirmLabel,incompleteFieldsDialog confirmLabel,form.actionBars.system.home.incompleteFieldsDialog.confirmLabel,"Continue, delete the record",,,,,
UFM-0462,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.actionBars.system.home.incompleteFieldsDialog.message,incompleteFieldsDialog message,form.actionBars.system.home.incompleteFieldsDialog.message,A draft ingredient record can only exist when created by and ingredient name are all filled in.\n\nLeaving this page now will permanently delete this record and all data already entered.\n\nThis action cannot be undone.,,,,,
UFM-0463,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.actionBars.system.home.incompleteFieldsDialog.title,incompleteFieldsDialog title,form.actionBars.system.home.incompleteFieldsDialog.title,Missing key information to create a draft ingredient record,,,,,
UFM-0464,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.autoSave.dedupCheckDialog.availableMessage,dedupCheckDialog availableMessage,form.autoSave.dedupCheckDialog.availableMessage,You can continue entering the ingredient details.,,,,,
UFM-0465,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.autoSave.dedupCheckDialog.availableTitle,dedupCheckDialog availableTitle,form.autoSave.dedupCheckDialog.availableTitle,Ingredient name available,,,,,
UFM-0466,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.autoSave.dedupCheckDialog.checkingMessage,dedupCheckDialog checkingMessage,form.autoSave.dedupCheckDialog.checkingMessage,Do not leave this page. Duplicate check is in progress.,,,,,
UFM-0467,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.autoSave.dedupCheckDialog.checkingTitle,dedupCheckDialog checkingTitle,form.autoSave.dedupCheckDialog.checkingTitle,Checking ingredient name,,,,,
UFM-0468,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.autoSave.dedupCheckDialog.duplicateMessage,dedupCheckDialog duplicateMessage,form.autoSave.dedupCheckDialog.duplicateMessage,An ingredient with this name already exists.\nPlease change the name or cancel the creation.,,,,D081,2
UFM-0469,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.autoSave.dedupCheckDialog.duplicateTitle,dedupCheckDialog duplicateTitle,form.autoSave.dedupCheckDialog.duplicateTitle,Ingredient already exists,,,,D080,2
UFM-0470,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.createButtonLabel,form createButtonLabel,form.createButtonLabel,new ingredient,,,,,
UFM-0471,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.dedupDialog.cancelLabel,dedupDialog cancelLabel,form.dedupDialog.cancelLabel,Cancel,,,,D015,7
UFM-0472,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.dedupDialog.changeLabel,dedupDialog changeLabel,form.dedupDialog.changeLabel,Change name,,,,,
UFM-0473,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.dedupDialog.intro,dedupDialog intro,form.dedupDialog.intro,An ingredient with this name already exists.\nPlease change the name or cancel the creation.,,,,D081,2
UFM-0474,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.dedupDialog.openLabel,dedupDialog openLabel,form.dedupDialog.openLabel,Open existing ingredient,,,,,
UFM-0475,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.dedupDialog.title,dedupDialog title,form.dedupDialog.title,Ingredient already exists,,,,D080,2
UFM-0476,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.description,form description,form.description,Manage the master list of ingredients and their attributes.,,,,,
UFM-0477,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.submissionConfirmationCancelLabel,form submissionConfirmationCancelLabel,form.submissionConfirmationCancelLabel,"No, continue editing draft ingredient",,,,,
UFM-0478,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.submissionConfirmationConfirmLabel,form submissionConfirmationConfirmLabel,form.submissionConfirmationConfirmLabel,"Yes, activate.",,,,,
UFM-0479,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.submissionConfirmationMessage,form submissionConfirmationMessage,form.submissionConfirmationMessage,Ingredient {INGREDIENT_NAME} will become active and selectable in Recipe management and Meal production on {todayDate}. Do you want to continue?,,,,,
UFM-0480,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.submissionConfirmationTitle,form submissionConfirmationTitle,form.submissionConfirmationTitle,Activate new ingredient?,,,,,
UFM-0481,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.submitButtonLabel,form submitButtonLabel,form.submitButtonLabel,Activate,,,,D082,4
UFM-0482,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.submitValidation.submitTopErrorMessage,submitValidation submitTopErrorMessage,form.submitValidation.submitTopErrorMessage,You are almost done. Some required checks are missing. Review the highlighted sections.,,,,D048,2
UFM-0483,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.summaryButtonLabel,form summaryButtonLabel,form.summaryButtonLabel,View,,,,D012,12
UFM-0484,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.form.title,form title,form.title,Ingredients Management,,,,,
UFM-0485,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[0].q,TEXT INGREDIENT_NAME question label,questions.0.q,Ingredient name,,,,,
UFM-0486,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[0].ui.helperTextBelowLabel,Question INGREDIENT_NAME (TEXT) helperTextBelowLabel,questions.0.ui.helperTextBelowLabel,"Name must be minimum 2 characters, no special characters allowed except dash",,,,,
UFM-0487,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[0].ui.helperTextPlaceholder,Question INGREDIENT_NAME (TEXT) helperTextPlaceholder,questions.0.ui.helperTextPlaceholder,Enter the name of the ingredient,,,,,
UFM-0488,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[1].q,TEXT CREATED_BY question label,questions.1.q,Created by,,,,D083,2
UFM-0489,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[1].ui.helperText,Question CREATED_BY (TEXT) helperText,questions.1.ui.helperText,Enter your name.,,,,,
UFM-0490,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[10].options[0],CHOICE STATUS option,questions.10.option.1,Draft,,,,D077,6
UFM-0491,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[10].options[1],CHOICE STATUS option,questions.10.option.2,Active,,,,D079,7
UFM-0492,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[10].options[2],CHOICE STATUS option,questions.10.option.3,Disabled,,,,D078,5
UFM-0493,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[10].q,CHOICE STATUS question label,questions.10.q,Status,,,,D035,2
UFM-0494,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[11].q,TEXT LAST_CHANGED_BY question label,questions.11.q,Last changed by,,,,,
UFM-0495,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[0],CHOICE CATEGORY option,questions.2.option.1,Animal protein,,,,,
UFM-0496,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[1],CHOICE CATEGORY option,questions.2.option.2,Animal protein Halal,,,,,
UFM-0497,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[2],CHOICE CATEGORY option,questions.2.option.3,Dairy,,,,,
UFM-0498,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[3],CHOICE CATEGORY option,questions.2.option.4,Dry carbohydrates,,,,,
UFM-0499,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[4],CHOICE CATEGORY option,questions.2.option.5,Fresh vegetables,,,,D060,2
UFM-0500,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[5],CHOICE CATEGORY option,questions.2.option.6,Frozen vegetables,,,,,
UFM-0501,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[6],CHOICE CATEGORY option,questions.2.option.7,Grains & Cereals,,,,,
UFM-0502,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[7],CHOICE CATEGORY option,questions.2.option.8,Herbs - spices - condiments,,,,,
UFM-0503,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[8],CHOICE CATEGORY option,questions.2.option.9,Tins/Pots,,,,,
UFM-0504,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].options[9],CHOICE CATEGORY option,questions.2.option.10,Vegan protein,,,,,
UFM-0505,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].q,CHOICE CATEGORY question label,questions.2.q,Category,,,,D084,4
UFM-0506,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[2].ui.helperText,Question CATEGORY (CHOICE) helperText,questions.2.ui.helperText,Select one category.,,,,,
UFM-0507,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].options[0],CHECKBOX SUPPLIER option,questions.3.option.1,Freshmed,,,,,
UFM-0508,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].options[1],CHECKBOX SUPPLIER option,questions.3.option.2,Mabru,,,,,
UFM-0509,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].options[2],CHECKBOX SUPPLIER option,questions.3.option.3,Ozfood,,,,,
UFM-0510,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].options[3],CHECKBOX SUPPLIER option,questions.3.option.4,Red Cross,,,,,
UFM-0511,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].options[4],CHECKBOX SUPPLIER option,questions.3.option.5,Solucious,,,,,
UFM-0512,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].options[5],CHECKBOX SUPPLIER option,questions.3.option.6,VDS,,,,,
UFM-0513,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].q,CHECKBOX SUPPLIER question label,questions.3.q,Supplier,,,,,
UFM-0514,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[3].ui.helperText,Question SUPPLIER (CHECKBOX) helperText,questions.3.ui.helperText,Select one or more suppliers.,,,,,
UFM-0515,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[0],CHECKBOX ALLERGEN option,questions.4.option.1,Egg,,,,,
UFM-0516,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[1],CHECKBOX ALLERGEN option,questions.4.option.2,Fish,,,,,
UFM-0517,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[2],CHECKBOX ALLERGEN option,questions.4.option.3,Gluten,,,,,
UFM-0518,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[3],CHECKBOX ALLERGEN option,questions.4.option.4,Milk,,,,,
UFM-0519,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[4],CHECKBOX ALLERGEN option,questions.4.option.5,None,,,,,
UFM-0520,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[5],CHECKBOX ALLERGEN option,questions.4.option.6,Peanuts,,,,,
UFM-0521,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].options[6],CHECKBOX ALLERGEN option,questions.4.option.7,Soy,,,,,
UFM-0522,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].q,CHECKBOX ALLERGEN question label,questions.4.q,Allergen,,,,D085,4
UFM-0523,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].ui.helperText,Question ALLERGEN (CHECKBOX) helperText,questions.4.ui.helperText,Select None or one or more allergens.,,,,,
UFM-0524,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[4].validationRules[0].message,Question ALLERGEN (CHECKBOX) message,questions.4.validationRules.0.message,"Select either None or allergens, not both.",,,,,
UFM-0525,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[0],CHECKBOX ALLOWED_UNIT option,questions.5.option.1,bag,,,,,
UFM-0526,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[1],CHECKBOX ALLOWED_UNIT option,questions.5.option.2,bucket,,,,,
UFM-0527,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[10],CHECKBOX ALLOWED_UNIT option,questions.5.option.11,tin-220gr,,,,,
UFM-0528,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[11],CHECKBOX ALLOWED_UNIT option,questions.5.option.12,tin-240gr,,,,,
UFM-0529,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[12],CHECKBOX ALLOWED_UNIT option,questions.5.option.13,tin-2500gr,,,,,
UFM-0530,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[13],CHECKBOX ALLOWED_UNIT option,questions.5.option.14,tin-2505gr,,,,,
UFM-0531,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[14],CHECKBOX ALLOWED_UNIT option,questions.5.option.15,tin-2655gr,,,,,
UFM-0532,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[15],CHECKBOX ALLOWED_UNIT option,questions.5.option.16,tin-5000gr,,,,,
UFM-0533,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[16],CHECKBOX ALLOWED_UNIT option,questions.5.option.17,tin-530gr,,,,,
UFM-0534,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[6],CHECKBOX ALLOWED_UNIT option,questions.5.option.7,leaf,,,,,
UFM-0535,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[7],CHECKBOX ALLOWED_UNIT option,questions.5.option.8,piece,,,,,
UFM-0536,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[8],CHECKBOX ALLOWED_UNIT option,questions.5.option.9,Tbsp,,,,,
UFM-0537,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].options[9],CHECKBOX ALLOWED_UNIT option,questions.5.option.10,tin-140gr,,,,,
UFM-0538,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].q,CHECKBOX ALLOWED_UNIT question label,questions.5.q,Allowed unit,,,,,
UFM-0539,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[5].ui.helperText,Question ALLOWED_UNIT (CHECKBOX) helperText,questions.5.ui.helperText,Select one or more allowed units.,,,,,
UFM-0540,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[6].q,NUMBER TBSP_GRAMS question label,questions.6.q,Grams per Tbsp,,,,,
UFM-0541,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[6].ui.helperText,Question TBSP_GRAMS (NUMBER) helperText,questions.6.ui.helperText,Enter grams per Tbsp when Tbsp is an allowed unit.,,,,,
UFM-0542,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[7].options[0],CHECKBOX DIETARY_APPLICABILITY option,questions.7.option.1,Diabetic,,,,D087,3
UFM-0543,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[7].options[1],CHECKBOX DIETARY_APPLICABILITY option,questions.7.option.2,No-salt,,,,,
UFM-0544,ingredient mgmt,form view,,Config: Ingredients Management,form config,docs/config/exports/staging/config_ingredients_mgmt.json,$.questions[7].options[2],CHECKBOX DIETARY_APPLICABILITY option,questions.7.option.3,Standard,,,,D088,3
