Language,Created by [CREATED_BY],Ingredient name [INGREDIENT_NAME],Category [CATEGORY],Supplier [SUPPLIER],Allergen [ALLERGEN],Allowed unit [ALLOWED_UNIT],Dietary applicability [DIETARY_APPLICABILITY],Effective start date [EFFECTIVE_START_DATE],Effective end date [EFFECTIVE_END_DATE],Status [STATUS],Last changed by [LAST_CHANGED_BY],Record ID,Data Version,Created At,Updated At,Status,PDF URL
EN,System Administrator,Pleurotte mushroom,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,c798a1e8-f00a-4bcd-a65d-e3ce23c98177,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Potato,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,4ee11306-c705-4b97-9054-19622bbbb1f6,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Pumpkin,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,513deaf5-c64a-405a-9ef2-562feecdabe2,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Pumpkin - frozen,Frozen vegetables,VDS,None,"kg, gr, bag","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,8d0f6e94-3633-4c35-a919-c3826222a827,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Ratatouille mix,Frozen vegetables,VDS,None,"kg, gr, bag","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,4dbc26d1-7af0-465d-a64c-1843ffc22845,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Red Beans - frozen,Frozen vegetables,VDS,None,"kg, gr, bag","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,1cc1ebbb-0f31-43a0-9515-4bd7446da32e,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Red beans - tinned,Vegan protein,"VDS, Solucious",None,"kg, gr, tin-2505gr","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,7ed3e498-68ec-4d04-bb4d-2a9303730f07,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Red lentils,Vegan protein,Freshmed,None,"kg, gr","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,d0d3133f-41c9-45d6-996c-d54c08643fac,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Rice,Dry carbohydrates,Red Cross,None,"kg, gr","Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,4383b349-524a-40c0-980f-0b30cbed1ce1,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Salt,Herbs - spices - condiments,"Freshmed, Solucious, VDS",None,"gr, Tbsp","Diabetic, Vegan, Vegetarian, Standard",2026-02-07,9999-12-31,Active,System Administrator,17075485-1574-40f2-b801-dbdf417704d2,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Soy sauce,Herbs - spices - condiments,VDS,Soy,cl,"Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,e2f61da1-2bbd-4cfd-8d68-5db0d118c3c0,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Spaghetti squash,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,5d2d6ad3-3d94-49b0-890e-941d6446f9b2,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Spinach - frozen,Frozen vegetables,"VDS, Solucious",None,"kg, gr, bag","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,72a77d4b-84f3-484d-aee1-0eb375b3e807,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Squash,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,43a6e541-a238-4061-823a-885bbcccf531,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Sugar,Herbs - spices - condiments,"Freshmed, Solucious, VDS",None,"gr, Tbsp","Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,fd36a5d3-f690-4ad5-b70e-f4396544e67c,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Sunflower oil,Herbs - spices - condiments,Red Cross,None,cl,"Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,5ba8262f-ddfe-4690-a19d-bd2fd73549bb,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Sweet potato,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,2d18824f-d3dc-4f8d-8dab-5e53ff688201,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Tomato,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,1d5130e0-6ab9-4ea7-a4f8-81eea49c1819,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Tomato paste,Tins/Pots,VDS,None,"kg, gr, tin-140gr, tin-2500gr, Tbsp","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,3fb40932-a48d-4ebf-8e7f-a3fac51e1be5,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Tomato pulp,Tins/Pots,VDS,None,"kg, gr, tin-240gr, tin-5000gr","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,e7155a9c-52f7-41f2-ab0d-d68de5582d5e,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Turmeric,Herbs - spices - condiments,Freshmed,None,"gr, Tbsp","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,f1858796-e6d0-46b1-9d13-4e8bf1431053,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Turnip,Fresh vegetables,"Freshmed, Mabru, VDS",None,"kg, gr, bucket","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,7491f655-cee2-43d4-afb0-1379b784a62a,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Vinegar,Herbs - spices - condiments,"VDS, Solucious",None,cl,"Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,e51d87be-0d8c-4dcb-94ce-975134cc0378,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,White beans - tinned,Vegan protein,"VDS, Solucious",None,"kg, gr, tin-2505gr","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,6129c9dc-4437-441f-b02f-6fa24b85594b,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Whole wheat pasta,Dry carbohydrates,"VDS, Solucious",Gluten,"kg, gr","Diabetic, Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,ebb337c4-4141-41c5-a27e-4fad757e5350,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
EN,System Administrator,Yellow curry,Tins/Pots,VDS,None,"kg, gr, Tbsp","Vegan, Vegetarian, Standard, No-salt",2026-02-07,9999-12-31,Active,System Administrator,9c1ab444-0b26-40a9-996a-b8202d8d83d4,1,2026-02-07T16:42:43.981Z,2026-02-07T16:42:43.981Z,Active,
